-0.9651130584,-0.8736749241,-0.2256586066,-0.2851451888,1.017228447
-0.148505672,0.7372116714,-0.2668271336,-1.309195007,0.7061123675
-0.735621939,-1.586727914,0.4763659863,0.5952973169,0.4574665735
-0.748593113,0.02008064208,-0.7879604891,0.1136414406,-0.4567406042
0.6866783038,-0.1974235078,-0.482323726,0.2014803072,-1.289751158
-0.2191973973,-1.175680224,-0.5335930085,1.082743715,0.2312921295
-0.4460934184,0.3911889744,0.2884512642,-0.4066468414,-1.261783249
1.794530356,0.05003387498,1.646710447,-0.04710654949,1.236216932
0.5946755312,-0.007403413822,-1.6006316,-0.7383838097,-0.3507085422
0.9826390131,0.912009565,0.2747487309,-0.07628485499,0.5143420193
-0.5439696707,1.028391889,-0.7223797962,-1.476701656,-0.1277630627
-1.494428385,0.3102547534,1.253514001,-1.40258043,-1.68366131
-0.2443255499,-0.08515609096,1.165000717,0.3200934515,0.4270684562
-0.7769104157,-0.01642505578,1.059985791,0.6974014378,-0.2609735402
-0.3198112117,2.402578959,0.3811300797,-0.6224203977,-0.432775905
0.1685824959,1.363635286,-0.277734483,0.1621165307,1.698559887
1.079195604,-0.4728895548,-0.927711311,1.240194711,-0.02563196613
-0.1123139062,-1.374017027,-2.654269301,-0.8808907104,1.419401052
-0.4937807736,-0.8545859318,-0.3530031882,0.7002931497,-0.7766777613
-2.387552652,-0.7261717983,1.112863364,1.333942147,1.155721719
0.4676338515,0.1793560367,-1.066511006,0.7104181838,-0.7656917537
0.473431108,-1.368907248,-0.1188299665,1.255946562,-0.3090973155
0.407227212,-0.0677239836,-0.4209543533,0.2549433501,-0.5023197535
0.572222341,-0.7005271433,-0.8057494904,-0.4308130933,0.9756056008
0.4876300222,0.9124327403,2.172708075,-0.3595249945,-0.5477802041
0.8540495032,-0.1836067793,0.5903855022,0.7367547163,0.8275595368
-0.1240174699,1.955077535,-0.1389387501,-1.506320999,-0.6304256684
0.7904472773,1.402072272,-0.3566657396,1.727934051,0.1419531683
-0.5282795119,1.02118412,-0.3503432915,-1.210362763,-2.904534307
0.7384471544,0.5429213909,-0.9869663417,-1.198990496,-2.227127196
-0.8367007192,-0.576749959,0.9146707506,-0.1601158519,2.093158517
-0.6719666528,-1.114445223,-0.2580763123,0.1821956014,0.1636804793
0.1667583998,0.430028694,0.5785587042,-0.3316438727,-1.074703607
0.09433534288,1.140866898,2.166493908,-0.1439099728,-1.361724004
-1.614955902,-0.705886857,-1.293367409,-0.33602898,-1.366967146
0.4210444165,1.632115567,1.207683951,0.1482842202,0.3822688825
-0.2322470423,-1.112475027,-1.261365569,-0.6774381853,0.2335133471
-1.737206714,-0.3890895104,0.1934488611,0.4099838644,0.6142136861
2.146484135,-0.5834285682,0.5557408137,-1.611489427,0.9385523136
-0.513515941,0.7711463201,2.7519999,-0.8292024211,-0.3384271894
1.762025646,1.427783319,0.4397676222,-0.4180330035,-0.7869766147
-1.017036381,-0.8220092753,0.2804795809,0.2861367096,1.664681952
